V1,V2,V3
0,0,0
0.0192307692307692,757.635012253089,736
0.0384615384615385,785.285503931814,731
0.0576923076923077,812.551631741202,749
0.0769230769230769,840.236895032859,756
0.0961538461538462,867.938429741374,767
0.115384615384615,895.107057646577,822
0.134615384615385,921.160250751913,924
0.153846153846154,945.502651699961,921
0.173076923076923,967.566587096568,919
0.192307692307692,986.828831315787,947
0.211538461538462,1002.83559928980,924
0.230769230769231,1015.22726687009,992
0.25,1023.75444333387,949
0.269230769230769,1028.29687550346,940
0.288461538461538,1028.87467419835,957
0.307692307692308,1025.63933517673,967
0.326923076923077,1018.87249562285,928
0.346153846153846,1008.96620016249,923
0.365384615384615,996.41440903469,943
0.384615384615385,981.782485428415,955
0.403846153846154,965.681281160083,900
0.423076923076923,948.75588740292,931
0.442307692307692,931.63250288022,945
0.461538461538462,914.94752026143,891
0.480769230769231,899.316452215982,849
0.5,885.314324964114,836
0.519230769230769,873.469010272136,885
0.538461538461539,864.293078395094,861
0.557692307692308,858.259712178453,836
0.576923076923077,855.850704699693,811
0.596153846153846,857.520987892312,830
0.615384615384615,863.737807575133,804
0.634615384615385,874.996566689642,757
0.653846153846154,891.827128740064,813
0.673076923076923,914.815664819296,836
0.692307692307692,944.626089025685,844
0.711538461538462,981.99638675512,867
0.730769230769231,1027.77892003212,928
0.75,1082.92902191923,959
0.769230769230769,1148.50544732352,1083
0.788461538461539,1225.73778457777,1106
0.807692307692308,1315.9303525434,1200
0.826923076923077,1420.48914178498,1327
0.846153846153846,1540.89446168993,1415
0.865384615384615,1678.62678112329,1555
0.884615384615385,1835.08363681545,1736
0.903846153846154,2011.4904747904,1837
0.923076923076923,2208.74100254673,2109
0.942307692307692,2427.18515529615,2321
0.961538461538462,2666.43784556896,2566
0.98076923076923,2925.1212688399,2886
1,3200.62443170154,3231
1.01923076923077,3488.88552003521,3580
1.03846153846154,3784.23776216432,3900
1.05769230769231,4079.40968809149,4278
1.07692307692308,4365.65970857965,4725
1.09615384615385,4633.07740524391,5023
1.11538461538462,4871.23036557483,5207
1.13461538461538,5069.81702024903,5510
1.15384615384615,5219.59578302868,5739
1.17307692307692,5313.20025497499,5793
1.19230769230769,5345.84510946681,5797
1.21153846153846,5315.82627670153,5755
1.23076923076923,5224.70624877373,5784
1.25,5077.09570081002,5512
1.26923076923077,4880.11566022664,5420
1.28846153846154,4642.75115170045,4997
1.30769230769231,4374.97440251935,4741
1.32692307692308,4086.95276918871,4440
1.34615384615385,3788.37598171586,4104
1.36538461538462,3487.90215907851,3655
1.38461538461538,3192.85668787677,3398
1.40384615384615,2909.03999158755,3110
1.42307692307692,2640.76720123639,2818
1.44230769230769,2390.96962594904,2527
1.46153846153846,2161.34157538431,2300
1.48076923076923,1952.58119184483,1971
1.5,1764.61065998115,1760
1.51923076923077,1596.74980456434,1568
1.53846153846154,1447.9502720609,1401
1.55769230769231,1316.89322477282,1271
1.57692307692308,1202.14275462413,1078
1.59615384615385,1102.22272778297,956
1.61538461538462,1015.67042870619,873
1.63461538461538,941.145252917777,839
1.65384615384615,877.357265095547,809
1.67307692307692,823.162699100649,750
1.69230769230769,777.543127575307,657
1.71153846153846,739.584853900044,624
1.73076923076923,708.498910322174,589
1.75,683.616583807074,572
1.76923076923077,664.358472308377,520
1.78846153846154,650.233740350028,513
1.80769230769231,640.829784947884,491
1.82692307692308,635.793458597764,518
1.84615384615385,634.832291051396,491
1.86538461538462,637.686244890268,418
1.88461538461538,644.173495258496,485
1.90384615384615,653.94673543828,444
1.92307692307692,666.987131322036,467
1.94230769230769,683.029893233354,469
1.96153846153846,701.733387391898,506
1.98076923076923,723.022332698398,475
2,746.510156396078,530
2.01923076923077,771.881701734324,598
2.03846153846154,798.753498794307,584
2.05769230769231,826.687065544917,559
2.07692307692308,855.188736303884,581
2.09615384615385,883.72019237603,645
2.11538461538462,911.697395915224,653
2.13461538461538,938.522723411588,719
2.15384615384615,963.586951257079,740
2.17307692307692,986.307137008844,791
2.19230769230769,1006.14076768732,835
2.21153846153846,1022.63297700838,845
2.23076923076923,1035.39125365717,907
2.25,1044.17802865340,885
2.26923076923077,1048.86133893236,943
2.28846153846154,1049.45855270411,903
2.30769230769231,1046.12569203562,914
2.32692307692308,1039.15931667830,914
2.34615384615385,1028.92971540440,963
2.36538461538462,1016.04192729545,916
2.38461538461538,1000.94136710517,931
2.40384615384615,984.327620530617,896
2.42307692307692,966.84686946863,971
2.44230769230769,949.156135231868,974
2.46153846153846,931.896215379587,940
2.48076923076923,915.692133676319,978
2.5,901.134701502015,935
2.51923076923077,888.755793881894,829
2.53846153846154,879.076457611198,855
2.55769230769231,872.583486442862,842
2.57692307692308,869.761309267487,884
2.59615384615385,871.062457098626,895
2.61538461538462,876.958109930914,899
2.63461538461538,887.942957110907,884
2.65384615384615,904.556500074774,870
2.67307692307692,927.361346127436,916
2.69230769230769,957.02926587616,950
2.71153846153846,994.304361378803,918
2.73076923076923,1040.01846229154,938
2.75,1095.12072563919,1043
2.76923076923077,1160.68579199220,1050
2.78846153846154,1237.88843190181,1134
2.80769230769231,1328.03136835524,1198
2.82692307692308,1432.50142624023,1328
2.84615384615385,1552.74243930314,1413
2.86538461538462,1690.20807762537,1559
2.88461538461538,1846.26091364698,1646
2.90384615384615,2022.08680437630,1787
2.92307692307692,2218.49864267028,1984
2.94230769230769,2435.79659206851,2200
2.96153846153846,2673.54420978262,2386
2.98076923076923,2930.30316210253,2690
3,3203.42409890369,2839
3.01923076923077,3488.80244202868,3155
3.03846153846154,3780.75928230342,3526
3.05769230769231,4072.06948506768,3690
3.07692307692308,4354.05058878893,4014
3.09615384615385,4616.94263161340,4353
3.11538461538462,4850.43695989938,4501
3.13461538461538,5044.40289177955,4756
3.15384615384615,5189.90409050399,4944
3.17307692307692,5279.73442392849,5201
3.19230769230769,5309.27715081809,5400
3.21153846153846,5276.99942715379,5448
3.23076923076923,5184.5274110937,5580
3.25,5036.48873894231,5448
3.26923076923077,4839.96426761209,5502
3.28846153846154,4603.83417797223,5384
3.30769230769231,4337.93192674970,5054
3.32692307692308,4052.26932495501,4819
3.34615384615385,3756.37574284762,4446
3.36538461538462,3458.76427977433,4188
3.38461538461539,3166.61504418467,3810
3.40384615384615,2885.64159864321,3568
3.42307692307692,2620.10106190137,3239
3.44230769230769,2372.84772501083,2961
3.46153846153846,2145.54295781447,2752
3.48076923076923,1938.88016149733,2403
3.5,1752.77471469954,2172
3.51923076923077,1586.57063484716,2000
3.53846153846154,1439.21443102742,1744
3.55769230769231,1309.41708730743,1581
3.57692307692308,1195.75402943190,1488
3.59615384615385,1096.77242828358,1367
3.61538461538462,1011.04645218822,1206
3.63461538461539,937.218675112934,1146
3.65384615384615,874.042306438263,1024
3.67307692307692,820.387297280831,919
3.69230769230769,775.240606398904,840
3.71153846153846,737.69102755055,808
3.73076923076923,706.980620088812,777
3.75,682.436705252156,718
3.76923076923077,663.490262987674,707
3.78846153846154,649.655789856974,647
3.80769230769231,640.530636221753,698
3.82692307692308,635.770233658841,648
3.84615384615385,635.07788195397,692
3.86538461538462,638.204751451442,560
3.88461538461539,644.93306555337,610
3.90384615384615,655.065439048398,615
3.92307692307692,668.362971371214,628
3.94230769230769,684.698924798577,638
3.96153846153846,703.800707841467,655
3.98076923076923,725.41338352114,651
4,749.27830044023,667
4.01923076923077,775.04836944188,731
4.03846153846154,802.341882475768,701
4.05769230769231,830.711702182947,690
4.07692307692308,859.666773890145,706
4.09615384615385,888.660835449642,799
4.11538461538462,917.108851196128,707
4.13461538461539,944.405033549585,735
4.15384615384615,969.93250151159,791
4.17307692307692,993.102275075682,787
4.19230769230769,1013.36133658793,769
4.21153846153846,1030.24186027265,761
4.23076923076923,1043.36468732223,816
4.25,1052.45443502953,867
4.26923076923077,1057.41870296147,849
4.28846153846154,1058.22928563860,814
4.30769230769231,1055.03421204019,857
4.32692307692308,1048.20533656818,848
4.34615384615385,1038.07379200816,912
4.36538461538462,1025.15946113545,811
4.38461538461539,1010.05458247656,826
4.40384615384615,993.389763190877,792
4.42307692307692,975.829252909403,769
4.44230769230769,958.035486772016,728
4.46153846153846,940.66373234446,681
4.48076923076923,924.340808010951,744
4.5,909.65673651261,685
4.51923076923077,897.165327242517,708
4.53846153846154,887.389110267744,637
4.55769230769231,880.826109952817,634
4.57692307692308,877.945773472544,588
4.59615384615385,879.216440574615,618
4.61538461538462,885.112552825478,616
4.63461538461539,896.132689236838,640
4.65384615384615,912.811729558744,637
4.67307692307692,935.733471904183,642
4.69230769230769,965.555086941284,680
4.71153846153846,1003.02489007037,671
4.73076923076923,1048.98296223517,741
4.75,1104.37846904993,765
4.76923076923077,1170.26676593284,751
4.78846153846154,1247.85202562419,857
4.80769230769231,1338.42301479902,862
4.82692307692308,1443.35755099059,947
4.84615384615385,1564.10169438226,1011
4.86538461538462,1702.08677980048,1105
4.88461538461539,1858.65519784536,1210
4.90384615384615,2034.96460555785,1400
4.92307692307692,2231.82089160045,1462
4.94230769230769,2449.47987270507,1670
4.96153846153846,2687.45001463825,1844
4.98076923076923,2944.24634566245,2125
5,3217.14790352545,2435
#      user   system  elapsed
 # seconds:
 # 65919.87  6131.48 81794.06
 # minutes:
 #  1098.66   102.19  1363.23
 # hours:
 #    18.31     1.70    22.72
# total event.count: 2279649,  events.per.second: 34.5821
